,business_id,postal_code,categories,name,neighborhood,review_count,state,address,city,stars
2907,yjME88ri8wpBDm6i0xoi9Q,89109,"[u'Nightlife', u'Bars', u'Restaurants', u'American (Traditional)']",Avenue Cafe,The Strip,227,NV,3799 Las Vegas Blvd S,Las Vegas,3.0
2908,ylxqmxh2gO1yCpQkIk6o3A,85044,"[u'Restaurants', u'Greek', u'Mediterranean']",Niro's Gyros,,188,AZ,10826 S 48th St,Phoenix,4.0
2909,ym5FOqL6tGbgynzwKMHZuw,89118,"[u'Sports Bars', u'Restaurants', u'Bars', u'Nightlife', u'Seafood']",Crab Corner,Spring Valley,438,NV,6485 S Rainbow Blvd,Las Vegas,3.5
2910,ynYEgNimJOyb8dvyr9x0sA,85308,"[u'Creperies', u'French', u'Restaurants', u'Fondue']",Le Chalet,,190,AZ,5626 W Bell Rd,Glendale,4.0
2911,yp2nRId4v-bDtrYl5A3F-g,89128,"[u'Restaurants', u'Thai']",Nittaya's Secret Kitchen,Summerlin,533,NV,"2110 N Rampart, Ste 110",Las Vegas,4.5
2912,ypfFfR3-PbtoslIhohNstw,89146,"[u'Local Services', u'Restaurants', u'Korean']",Lee's Korean BBQ,Chinatown,403,NV,"6820 Spring Mountain Rd, Ste 110",Las Vegas,3.5
2913,yqYtY3-Po4OVPafA9Z-Xyw,85257,"[u'Cocktail Bars', u'Sushi Bars', u'Bars', u'Asian Fusion', u'Restaurants', u'Nightlife']",Bei,,495,AZ,2200 N Scottsdale Rd,Scottsdale,4.0
2914,ysJo5Jdo29XOBCnKrbUKWg,15206,"[u'Brasseries', u'French', u'Gluten-Free', u'Restaurants', u'Creperies', u'Breakfast & Brunch', u'American (New)']",Paris 66,Shadyside,203,PA,6018 Centre Ave,Pittsburgh,3.5
2915,yvqcZrHixuf_oIUW83xUcQ,89117,"[u'Restaurants', u'Mexican']",Macayo's Mexican Restaurant,Westside,182,NV,8245 W Sahara Ave,Las Vegas,3.0
2916,yz66FIUPDKGhILDWzRLeKg,85382,"[u'Cocktail Bars', u'Pubs', u'Bars', u'Restaurants', u'Burgers', u'Sandwiches', u'New Mexican Cuisine', u'Nightlife']",Slick's Garage,,204,AZ,8350 W Paradise Ln,Peoria,4.0
2917,z-OhppazxWfHnUCzFTKQhw,89146,"[u'Shaved Ice', u'Cafes', u'Desserts', u'Food', u'Restaurants', u'Coffee & Tea']",Snow White Cafe,Chinatown,178,NV,"3400 S Jones Blvd, Ste 3",Las Vegas,4.0
2918,z0cjTX7o6gJsXm2hWHaKGw,89109,"[u'Food', u'Nightlife', u'Desserts', u'Coffee & Tea', u'Coffeeshops']",Sambalatte,The Strip,396,NV,3770 Las Vegas Blvd S,Las Vegas,4.0
2919,z0rSmZQz9eEXjg_C3_E5-g,89119,"[u'Middle Eastern', u'Mediterranean', u'Restaurants', u'Greek']",Stephano's Greek & Mediterranean Grill,University,317,NV,4632 S Maryland Pkwy,Las Vegas,4.0
2920,z15C-dJodOlPO8bMBl6F8g,15222,"[u'Restaurants', u'Bars', u'Tapas/Small Plates', u'Beer', u'Wine & Spirits', u'Cafes', u'Wine Bars', u'Nightlife', u'Food']",Bar Marco,Strip District,250,PA,2216 Penn Ave,Pittsburgh,4.0
2921,z2Yivr-C0K0H2sLNXvnZyg,28012,"[u'Shopping', u'Restaurants', u'Appliances', u'Breakfast & Brunch', u'American (Traditional)', u'Barbeque', u'Hot Dogs', u'Home & Garden', u'Burgers', u'Southern']",Peace -N- Hominy Q,,252,NC,"403 E Catawba St, Ste 200",Belmont,4.5
2922,z45xS0Kc6GpiITwrpkRVdQ,89101,"[u'Restaurants', u'Italian', u'Steakhouses']",Joe Vicari's Andiamo Italian Steakhouse,Downtown,470,NV,301 Fremont St,Las Vegas,4.5
2923,z4K95Y4P5nMrtJiDtXWDYA,85257,"[u'Restaurants', u'Mexican']",Los Sombreros,,290,AZ,2534 N Scottsdale Rd,Scottsdale,3.5
2924,z5KWNSDvgv-4I62P8l8Ynw,85253,"[u'Food', u'Bakeries', u'Coffee & Tea']",Maverick Coffee,,221,AZ,10269 N Scottsdale Rd,Scottsdale,4.5
2925,z9lOfnUorcbWR_xS0DSeHw,53703,"[u'Dim Sum', u'Restaurants', u'Thai', u'Asian Fusion', u'Chinese', u'Seafood', u'Soup']",Fugu,Capitol,156,WI,411 W Gilman St,Madison,3.5
2926,zDyv4CoaYvAgQhgr1IK1sg,85283,"[u'American (Traditional)', u'Restaurants']",Claim Jumper,,293,AZ,1530 W Baseline Rd,Tempe,3.0
2927,zI-CqEm-qmkTY3WdhPlXgQ,89130,"[u'Noodles', u'Chinese', u'Asian Fusion', u'Vietnamese', u'Restaurants', u'Soup']",Pho Rancho,Northwest,224,NV,"4335 N Rancho Drive, Ste 110",Las Vegas,3.5
2928,zINKP9rtvo2IUKTZoYJUvQ,53703,"[u'Breakfast & Brunch', u'Restaurants', u'Desserts', u'Food', u'Italian']",Cento,Capitol,237,WI,122 W Mifflin St,Madison,4.0
2929,zIfCWjZ0RAe8YVMSPZdOdA,M5A 3C4,"[u'Restaurants', u'Seafood']",Pure Spirits Oyster House & Grill,Distillery District,197,ON,17 Tank House Lane,Toronto,3.0
2930,zJGtD3y-pAIGNId4codEEg,85014,"[u'Restaurants', u'Cafes', u'Mexican']",Otro Cafe,,593,AZ,6035 N 7th St,Phoenix,4.0
2931,zKacC3jzdl9MJLkczFI6qg,28134,"[u'Wine Bars', u'Beer Bar', u'Bars', u'Venues & Event Spaces', u'Nightlife', u'Restaurants', u'German', u'Event Planning & Services', u'Party & Event Planning']",Waldhorn Restaurant,,236,NC,12101 Lancaster Hwy,Pineville,4.5
2932,zKqWjDZHo-lk7_E3hHkORg,89101,"[u'Piano Bars', u'Bars', u'Nightlife', u'Lounges']",Don't Tell Mama,Downtown,198,NV,"517 Fremont St, Ste A",Las Vegas,4.0
2933,zMfZLd5_h5W8ZVxTNoeJyQ,15232,"[u'Restaurants', u'Mexican']",Steel Cactus,Shadyside,236,PA,5505 Walnut St,Pittsburgh,2.5
2934,zOL260xaXDYZZPBItzALxQ,85006,"[u'Food', u'Antiques', u'Ice Cream & Frozen Yogurt', u'Shopping', u'Comfort Food', u'American (Traditional)', u'Sandwiches', u'Restaurants', u'Burgers']",MacAlpine's Diner & Soda Fountain,,307,AZ,2303 N 7th St,Phoenix,4.0
2935,zOvZaiuzxUBzQE0Uecg-aw,85004,"[u'Restaurants', u'Pizza', u'American (New)']",Brick,,156,AZ,"The Arizona Ctr, 455 N 3rd St",Phoenix,3.0
2936,zP4AIAtAXfI0YK8TJmIlRQ,85234,"[u'Restaurants', u'Cafes', u'American (New)', u'Breakfast & Brunch']",Blue Lemon- Gilbert,,180,AZ,4341 E Baseline Rd,Gilbert,3.0
2937,zRqi6L1u-YmmVAHjeUbGMQ,89148,"[u'Restaurants', u'American (New)', u'Breakfast & Brunch', u'Food', u'Juice Bars & Smoothies']",SkinnyFATS,Spring Valley,952,NV,"8680 W Warm Springs Rd, Ste 170",Las Vegas,4.5
2938,zS3-CKZVVvUYvasJnAg-aA,85282,"[u'Restaurants', u'Mexican']",Poliberto's Taco Shop,,168,AZ,1219 W Baseline Rd,Tempe,4.0
2939,zXBrfL_ohYMuBZWvF8EcSA,89128,"[u'Desserts', u'Soup', u'American (New)', u'Sandwiches', u'Salad', u'Restaurants', u'Food']",Cafe Zupas,,314,NV,7521 W Lake Mead Blvd,Las Vegas,3.5
2940,zY6f_cFY8HTI3hLlJj3SOg,89129,"[u'Fast Food', u'Pizza', u'Restaurants', u'Italian']",Sabatino's Authentic NY Pizzeria,Northwest,211,NV,7660 W Cheyenne Ave,Las Vegas,3.5
2941,zYb4kj2R54R2YPeNm829BA,89014,"[u'Bars', u'Nightlife', u'Sports Bars', u'Restaurants', u'Food', u'Food Delivery Services', u'Pizza', u'Italian']",Sauce Italian Bistro & Bar,,247,NV,721 Mall Ring Cir,Henderson,3.5
2942,z_lDO8d8nkSmcvTjB4N69A,85226,"[u'Sandwiches', u'Salad', u'Breakfast & Brunch', u'Cafes', u'Food', u'Restaurants', u'Juice Bars & Smoothies', u'American (Traditional)', u'Vegetarian']",Graz Kitchen Fresh,,215,AZ,505 S Chandler Village Dr,Chandler,4.5
2943,zaxK3ea92mvEBRy-jttngg,89109,"[u'Event Planning & Services', u'Arts & Entertainment', u'Music Venues', u'Barbeque', u'Venues & Event Spaces', u'Salad', u'American (Traditional)', u'Restaurants', u'Chicken Wings', u'Bars', u'Nightlife']",Virgil's Real Barbecue - Las Vegas,The Strip,213,NV,3545 Las Vegas Blvd,Las Vegas,3.5
2944,zbrFk-4ejesAJD8EwcdHxg,85032,"[u'Bars', u'Nightlife', u'Sports Bars', u'Mexican', u'Restaurants']",Valle Luna,,298,AZ,16048 N Cave Creek Rd,Phoenix,3.5
2945,zcScEL0WEdFkROcnz5379g,89103,"[u'Seafood', u'Cajun/Creole', u'Restaurants']",The Boiling Crab,,885,NV,4025 S Decatur Blvd,Las Vegas,4.0
2946,zdE82PiD6wquvjYLyhOJNA,89107,"[u'Mexican', u'Korean', u'Restaurants', u'Asian Fusion']",KoMex Fusion,,1171,NV,"633 N Decatur Blvd, Ste H",Las Vegas,4.5
2947,zdcesxBdjljRgS0QmCgkBg,89109,"[u'Food', u'Bagels', u'Delis', u'Restaurants']",Harrie's Bagelmania,Eastside,254,NV,"855 E Twain Ave, Ste 120",Las Vegas,4.0
2948,zfQ855VX3SMA_54oVSN5Cw,M5T 2L4,"[u'American (Traditional)', u'Sandwiches', u'Restaurants', u'Food Delivery Services', u'Chicken Wings', u'Food', u'Fish & Chips']",Fresco's Fish & Chips,Kensington Market,280,ON,201 Augusta Avenue,Toronto,4.5
2949,zidkKI_N1OPxsiddTOQH_Q,85023,"[u'American (New)', u'Restaurants', u'Southern', u'Barbeque']",Naked BBQ,,341,AZ,"2340 W Bell Rd, Ste 130",Phoenix,4.5
2950,zitXLajbETOuHQJfok4a4g,89052,"[u'Burgers', u'Sandwiches', u'Tapas Bars', u'American (New)', u'Fast Food', u'Food', u'Restaurants', u'Beer', u'Wine & Spirits']",Burger Joint,Anthem,182,NV,"10890 S Eastern Ave, Ste 108",Henderson,4.5
2951,zjvnqTjBp56NhMp1GrlO5g,89101,"[u'Lounges', u'American (New)', u'Mexican', u'Restaurants', u'Comfort Food', u'Asian Fusion', u'Nightlife', u'Bars']",Mingo Kitchen & Lounge,Downtown,222,NV,"1017 S 1st St, Ste 180",Las Vegas,4.0
2952,zjygAC4qLf91b3KOdHQT-w,44106,"[u'Food', u'Bars', u'Beer', u'Wine & Spirits', u'Lounges', u'Nightlife', u'Wine Bars']",La Cave du Vin,,153,OH,2785 Euclid Heights Blvd,Cleveland,4.0
2953,zkhBU5qW_zCy0q4OEtIrsA,89109,"[u'Japanese', u'Buffets', u'Restaurants']",Todai Restaurant,The Strip,324,NV,"Miracle Mile, 3663 Las Vegas Blvd S",Las Vegas,3.5
2954,zlWxr92l1zCLc81SeqlXtA,89103,"[u'Shopping', u'Personal Shopping', u'Specialty Food', u'Food', u'Farmers Market', u'Grocery', u'Health Markets', u'Fruits & Veggies']",Sprouts Farmers Market,,163,NV,4020 S Rainbow Blvd,Las Vegas,4.0
2955,zqNgwQjj0_XAll-neGikIw,85251,"[u'French', u'Cafes', u'Breakfast & Brunch', u'Restaurants']",Merci French Cafe & Patisserie,,261,AZ,7620 E Indian School Rd,Scottsdale,4.0
2956,zsQk990PubOHjr1YcLkQFw,89146,"[u'Asian Fusion', u'Delis', u'Sandwiches', u'Vietnamese', u'Restaurants']",Dakao Sandwiches,Chinatown,179,NV,5700 W Spring Mountain Rd,Las Vegas,4.0
2957,ztP466jMUMtqLwwHqXbk9w,85382,"[u'Restaurants', u'Steakhouses', u'Nightlife', u'Wine Bars', u'American (Traditional)', u'Seafood', u'American (New)', u'Bars']",Firebirds Wood Fired Grill,,352,AZ,16067 N Arrowhead Fountains Ctr Dr,Peoria,4.0
2958,zuUWG7OdMv6awFRYhEYT5Q,15203,"[u'Restaurants', u'Burgers', u'Breakfast & Brunch', u'Bars', u'American (New)', u'Nightlife']",Local Bar + Kitchen,South Side,195,PA,1515 E Carson St,Pittsburgh,3.0
2959,zwNC-Ow4eIMan2__bS9-rg,89121,"[u'Vegetarian', u'Restaurants', u'Mexican']",Taco Y Taco,Eastside,510,NV,3430 E Tropicana Ave,Las Vegas,4.0
2960,zwNLJ2VglfEvGu7DDZjJ4g,85308,"[u'Mexican', u'Restaurants']",Arriba Mexican Grill,,196,AZ,17211 N 79th Ave,Glendale,3.0
2961,--cZ6Hhc9F7VkKXxHMVZSQ,28203,"[u'Spanish', u'Peruvian', u'Restaurants', u'Latin American']",Pio Pio,Dilworth,317,NC,1408 E Blvd,Charlotte,4.0
2962,-1VaIJza42Hjev6ukacCNg,85335,"[u'Restaurants', u'Mexican', u'Tex-Mex']",Rio Mirage Cafe Y Cantina,,176,AZ,12245 W Santa Fe Dr,El Mirage,4.0
2963,-1xuC540Nycht_iWFeJ-dw,H2W 1C8,"[u'Barbeque', u'Restaurants', u'Food', u'Bakeries', u'Portuguese']",Romados,Plateau-Mont-Royal,433,QC,115 Rue Rachel E,Montréal,4.0
2964,-4TMQnQJW1yd6NqGRDvAeA,85251,"[u'Restaurants', u'French', u'Brasseries', u'Nightlife', u'Burgers', u'American (Traditional)', u'American (New)', u'Bars', u'Sandwiches']",The House Brasserie,,353,AZ,6936 E Main St,Scottsdale,4.0
2965,-6tvduBzjLI1ISfs3F_qTg,85234,"[u'Bars', u'Mexican', u'Restaurants', u'Nightlife']",Joyride Taco House,,958,AZ,302 N Gilbert Rd,Gilbert,4.0
2966,-7H-oXvCxJzuT42ky6Db0g,15201,"[u'Restaurants', u'American (New)', u'Bars', u'Nightlife', u'Cocktail Bars']",Industry Public House,Lawrenceville,466,PA,4305 Butler St,Pittsburgh,3.5
2967,-9YyInW1wapzdNZrhQJ9dg,89109,"[u'Buffets', u'Restaurants']",Fresh Buffet,Eastside,171,NV,3000 Paradise Rd,Las Vegas,2.5
2968,-BmqghX1sv7sgsxOIS2yAg,89169,"[u'Cafes', u'Vegetarian', u'Restaurants', u'Ethiopian']",Merkato Ethiopian Cafe,Eastside,186,NV,"855 E Twain Ave, Ste 111",Las Vegas,4.0
2969,-BxWyEIQ6wypT-37MzZizQ,85004,"[u'Music Venues', u'Cafes', u'Restaurants', u'Arts & Entertainment', u'Desserts', u'Lounges', u'Nightlife', u'Sandwiches', u'Breakfast & Brunch', u'American (New)', u'Food', u'Bars']",Carly's Bistro,,367,AZ,128 E Roosevelt St,Phoenix,4.0
2970,-CfFjcCcGGDM9MVH_d42RQ,85286,"[u'Bars', u'Greek', u'Wine Bars', u'Pizza', u'Nightlife', u'Mediterranean', u'Restaurants', u'Lounges']",The Ivy,,242,AZ,"1890 W Germann Rd, Ste 1",Chandler,4.0
2971,-DnaKAs2oK3rXfrjSvn9ew,89030,"[u'Salad', u'Ramen', u'Soup', u'Restaurants', u'Japanese']",Tokyo Cafe,,247,NV,2595 E Craig Rd,North Las Vegas,4.5
2972,-Eu04UHRqmGGyvYRDY8-tg,44113,"[u'Farmers Market', u'Specialty Food', u'Shopping', u'Fruits & Veggies', u'Ethnic Food', u'Meat Shops', u'Public Markets', u'Food', u'Market Stalls', u'Seafood Markets']",West Side Market,Ohio City,758,OH,1979 W 25th St,Cleveland,4.5
2973,-FcZY7a7qgxTUlTvwuyJnQ,89135,"[u'Japanese', u'Asian Fusion', u'Chinese', u'Restaurants']",8 Noodle Bar,South Summerlin,208,NV,11011 W Charleston Blvd,Las Vegas,3.5
2974,-FtngCwHCD2tRlH8jpj_Ag,89014,"[u'American (Traditional)', u'American (New)', u'Restaurants', u'Breakfast & Brunch']",Hash House A Go Go,,518,NV,555 North Stephanie St,Henderson,3.5
2975,-Ht7HiGBox8lS1Y8IPjO8g,85004,"[u'American (New)', u'Wine Bars', u'Restaurants', u'Bars', u'Nightlife']",Switch Restaurant & Wine Bar,,738,AZ,2603 N Central Ave,Phoenix,4.0
2976,-I27yVw2x_-31_OOMSH02w,28202,"[u'Delis', u'Restaurants', u'American (Traditional)', u'Food', u'American (New)', u'Bakeries', u'Breakfast & Brunch', u'Sandwiches']",Local Loaf,First Ward,206,NC,224 E 7th St,Charlotte,4.0
2977,-ICGmF2qUVKdvOehVNgPbg,M6J,"[u'Filipino', u'Restaurants']",Lamesa Filipino Kitchen,Niagara,248,ON,669 Queen Street W,Toronto,4.0
2978,-ITj6Pu8Gdw8MmLf0XBEKQ,85050,"[u'Japanese', u'Sushi Bars', u'Restaurants']",Sushi Station,,340,AZ,"20910 N Tatum Blvd, Ste 150",Phoenix,4.0
2979,-K82LBrI3H0FVuhTbNDpRA,89123,"[u'Ramen', u'Noodles', u'Japanese', u'Restaurants']",Shoku Ramen,Southeast,238,NV,"470 E Windmill Ln, Ste 110",Las Vegas,3.5
2980,-Le6cwbZL4tDZwNHwipfKg,89169,"[u'Middle Eastern', u'Restaurants', u'Mediterranean', u'Lebanese', u'Moroccan']",Marrakech,Eastside,387,NV,"3900 Paradise Rd, Ste Y",Las Vegas,4.5
2981,-OEIW0dO96-492qa_luxaw,89121,"[u'Arts & Entertainment', u'Pubs', u'Food', u'Nightlife', u'Beer', u'Wine & Spirits', u'Restaurants', u'Casinos', u'Music Venues', u'American (Traditional)', u'Bars', u'Beer Bar', u'American (New)']",Aces & Ales,,250,NV,3740 S Nellis Blvd,Las Vegas,4.0
2982,-OxDX2fPQLYi6ChW2Z6xxQ,M5S 1W5,"[u'Restaurants', u'Vegetarian']",Fresh on Bloor,The Annex,256,ON,326 Bloor Street W,Toronto,3.5
2983,-PABBD9nMgAYZHSShqGsjg,85345,"[u'Bubble Tea', u'Ice Cream & Frozen Yogurt', u'Juice Bars & Smoothies', u'Food']",Bomboba,,251,AZ,"7521 W Cactus Rd, Ste 101",Peoria,3.5
2984,-Q8F0KbFIK3m3VeGXoCDEA,85296,"[u'Buffets', u'Halal', u'Restaurants', u'Greek', u'Mediterranean']",Phoenicia Cafe,,335,AZ,1150 S Gilbert Rd,Gilbert,4.0
2985,-QIQLK8RR6rl7v19cAQQHg,85048,"[u'Cheesesteaks', u'Restaurants', u'Sandwiches']",Capriotti's Sandwich Shop,,155,AZ,4929 E. Chandler Blvd,Phoenix,3.5
2986,-Qkx7W0itbAApcG5lJuMFQ,89109,"[u'Mexican', u'Japanese', u'Restaurants', u'Asian Fusion', u'Sushi Bars', u'Seafood']",Jaburritos,The Strip,189,NV,3535 S Las Vegas Blvd,Las Vegas,4.5
2987,-Sgt6wFx05Ox-O1ZSC3LOA,89031,"[u'Event Planning & Services', u'Greek', u'Mediterranean', u'Caterers', u'Breakfast & Brunch', u'Restaurants']",The Little Greek,,158,NV,"5670 Simmons St, Ste 104",North Las Vegas,4.0
2988,-WLrZPzjKfrftLWaCi1QZQ,89119,"[u'Restaurants', u'Diners', u'Breakfast & Brunch']",Blueberry Hill Family Restaurant,University,672,NV,1505 E Flamingo Rd,Las Vegas,4.0
2989,-Ylpy3VyRWwubf9dysuwjQ,89109,"[u'American (Traditional)', u'Seafood', u'Desserts', u'Restaurants', u'Food', u'American (New)']",The Cheesecake Factory,The Strip,584,NV,3500 S Las Vegas Blvd,Las Vegas,4.0
2990,-_yEVC3_3M6YOsamYfNFEw,89119,"[u'Sandwiches', u'Salad', u'American (New)', u'Restaurants', u'Delis']",Jason's Deli,Eastside,178,NV,3910 South Maryland Pkwy,Las Vegas,4.0
2991,-bMZCfTK7fxFaURynKpBMA,85006,"[u'Restaurants', u'Mexican', u'Latin American', u'Seafood']",Mariscos Playa Hermosa,,442,AZ,1605 E Garfield St,Phoenix,4.5
2992,-cBQKodqi77Q0vk-9iDvQA,85281,"[u'Nightlife', u'Restaurants', u'American (Traditional)', u'Bars']",Fat Tuesday,,186,AZ,680 S Mill Ave,Tempe,3.5
2993,-dFfucHmOtgDmDneps-mgA,44113,"[u'Restaurants', u'Spanish', u'Portuguese', u'Seafood']",Mallorca,Warehouse District,181,OH,1390 W 9th St,Cleveland,3.5
2994,-ed0Yc9on37RoIoG2ZgxBA,89101,"[u'Restaurants', u'Beer Gardens', u'Nightlife', u'Thai']",Le Thai,Downtown,1355,NV,523 Fremont St,Las Vegas,4.0
2995,-hq09PjRpGcx4XXhrqh5xw,85053,"[u'Thai', u'Restaurants']",Touch Of Thai,,230,AZ,16816 N 35th Ave,Phoenix,3.5
2996,-iFvYhgysvjkxckCr42NRw,89102,"[u'Grocery', u'Specialty Food', u'Ethnic Food', u'Food', u'Vegetarian', u'Restaurants', u'Indian']",Rani's World Foods,Westside,170,NV,4505 W Sahara Ave,Las Vegas,4.0
2997,-igpUhnA1b5iUK6rfAtuPw,15139,"[u'Donuts', u'Bakeries', u'Food', u'Cupcakes']",Oakmont Bakery,,225,PA,531 Allegheny Ave,Oakmont,4.5
2998,-isxnIljKLVjc9qEhCiaGg,L5J 1J7,"[u'Pizza', u'Chicken Wings', u'Restaurants']",Mickey's Pizza,,161,ON,"1900 Lakeshore Road W, Suite 8",Mississauga,4.0
2999,-kIscN8I29eXMPkvyyxmRQ,85012,"[u'Restaurants', u'Sandwiches', u'Breakfast & Brunch']",Zookz Sandwiches,,637,AZ,100 E Camelback Rd,Phoenix,4.5
3000,-o082vExIs0VVNSuZmiTQA,85251,"[u'Mexican', u'Restaurants']",Frank & Lupe's Old Mexico,,470,AZ,4121 N Marshall Way,Scottsdale,3.5
3001,-qb_3LLSnBcHA6zc8NRSxQ,85379,"[u'Mexican', u'Cafes', u'Restaurants']",Rio Mirage Cafe,,246,AZ,13863 W Bell Rd,Surprise,3.5
3002,-rLP6lfoQmOO_5Pf2bTkqg,53703,"[u'Bakeries', u'Food', u'Breakfast & Brunch', u'Cafes', u'Restaurants', u'Soup']",Lazy Jane's,Williamson - Marquette,247,WI,1358 Williamson St,Madison,4.0
3003,-raUM9T-1dKPiB5_vRmFYA,85016,"[u'Restaurants', u'Hot Dogs', u'Italian', u'Burgers', u'Sandwiches']",Luke's of Chicago's,,188,AZ,1602 E Indian School Rd,Phoenix,3.5
3004,-rhH9sL3XGFpoJXcxUpEWA,85016,"[u'Restaurants', u'Bars', u'Burgers', u'Nightlife', u'Cocktail Bars', u'American (New)']",Zinburger,,695,AZ,"2502 E Camelback Rd, Ste 127",Phoenix,4.0
3005,-sN_og_84rLW22CaE3cjVw,89183,"[u'Filipino', u'Restaurants', u'Barbeque', u'Asian Fusion', u'Soup']",Full House BBQ,Southeast,286,NV,"9890 S Maryland Pkwy, Ste 19",Las Vegas,4.0
3006,-v8Z3mdbbPs1ljLziHr2DA,85044,"[u'Restaurants', u'Wine Bars', u'Tapas/Small Plates', u'Gastropubs', u'Breakfast & Brunch', u'Nightlife', u'Bars']",My Wine Cellar,,176,AZ,"5030 E Warner Rd, Ste 2",Ahwatukee,4.0
3007,-wCtRhzWJ40Z4F8mmg7kWg,89109,"[u'Seafood', u'Restaurants', u'American (New)']",Herringbone,The Strip,354,NV,3730 Las Vegas Blvd S,Las Vegas,4.0
3008,-yApKLEFAvvNyifvpNKWCA,89104,"[u'Ice Cream & Frozen Yogurt', u'Food']",Luv It Frozen Custard,Downtown,656,NV,505 E Oakey Blvd,Las Vegas,4.0
3009,01fuY2NNscttoTxOYbuZXw,28208,"[u'American (Traditional)', u'Restaurants', u'Vegetarian', u'Burgers', u'Diners', u'Salad']",Pinky's Westside Grill,,799,NC,1600 W Morehead St,Charlotte,4.0
3010,01xTdrNUuTOAyH7NaRWcUA,85204,"[u'Restaurants', u'Salad', u'Bars', u'Burgers', u'Pizza', u'Nightlife']",Mellow Mushroom,,233,AZ,1665 S Stapley Dr,Mesa,3.5
3011,024QUHVU7nlyW5y2BeeGLg,85251,"[u'Bars', u'Restaurants', u'Cocktail Bars', u'Nightlife', u'Teppanyaki', u'Breakfast & Brunch', u'Sushi Bars', u'Japanese']",Kyoto Scottsdale,,220,AZ,7170 E Stetson Dr,Scottsdale,3.5
3012,042IHd5KjHiMuBtGtugO_g,85028,"[u'American (New)', u'Restaurants', u'Breweries', u'Breakfast & Brunch', u'Gluten-Free', u'Bars', u'Food', u'Nightlife', u'Burgers']",OHSO Brewery - Paradise Valley,,455,AZ,"10810 N Tatum Blvd, Ste 126",Phoenix,4.0
3013,06lCNuSrCnaU6eq0EV4PYg,85004,"[u'Restaurants', u'American (New)', u'Burgers', u'Breakfast & Brunch', u'Nightlife', u'Bars', u'Lounges']",Province Urban Kitchen & Bar,,217,AZ,333 N Central Ave,Phoenix,4.0
3014,07AZL5XenCQ_-op_onKLdw,89109,"[u'Steakhouses', u'American (Traditional)', u'Restaurants']",BLT Steak,The Strip,482,NV,3645 Las Vegas Blvd S,Las Vegas,4.0
3015,0859wfd1BQHG46Zpwhc0ZQ,85003,"[u'Bars', u'Wine Bars', u'Restaurants', u'Pizza', u'American (New)', u'Nightlife']",Oven + Vine,,224,AZ,14 W Vernon Ave,Phoenix,4.5
3016,08N3bQ7Wtx7j5pdnzOG8dA,85225,"[u'Restaurants', u'Sports Bars', u'American (New)', u'Bars', u'Nightlife']",Coach & Willie's,,156,AZ,1 E Boston St,Chandler,3.5
3017,0CElIQnJdQYF2bmsAiWczg,85020,"[u'Sandwiches', u'Food', u'Juice Bars & Smoothies', u'Breakfast & Brunch', u'Venues & Event Spaces', u'Wedding Chapels', u'Restaurants', u'Event Planning & Services', u'Coffee & Tea']",Luci's at the Orchard,,209,AZ,"7100 N 12th St, Bldg Two",Phoenix,4.0
3018,0DyDT4NJNaIuDpT7nTIjxg,28134,"[u'Indian', u'Himalayan/Nepalese', u'Pakistani', u'Caterers', u'Event Planning & Services', u'Restaurants']",Chaupaati,,194,NC,9101 Pineville Matthews Rd,Pineville,4.5
3019,0ETtpZSd6f7q_-o-7gutPg,53703,"[u'Restaurants', u'Food', u'Coffee & Tea', u'Creperies']",Bradbury's,Capitol,293,WI,127 N Hamilton St,Madison,4.5
3020,0FUtlsQrJI7LhqDPxLumEw,85296,"[u'Italian', u'American (Traditional)', u'Pizza', u'Restaurants', u'Local Flavor', u'Salad']",Joe's Farm Grill,,1644,AZ,"3000 E Ray Rd, Bldg 1",Gilbert,4.0
3021,0H9bomdciJmcqfojkxLnsA,85204,"[u'Food', u'Sushi Bars', u'Asian Fusion', u'Poke', u'Restaurants', u'Japanese']",Tokyo Joe's,,153,AZ,1935 S Val Vista Dr,Mesa,3.5
3022,0InA3Ffj8MxyQV9hgsyYcQ,89149,"[u'Pizza', u'Food', u'Salad', u'Italian', u'Restaurants', u'Specialty Food']",Novecento Pizzeria,Northwest,351,NV,"5705 Centennial Center Blvd, Ste 170",Las Vegas,4.0
3023,0JGMKaKJGVuDus5WcJzvjw,H3J 1N6,"[u'French', u'Italian', u'Restaurants']",Liverpool House,Sud-Ouest,223,QC,2501 Rue Notre-Dame O,Montréal,4.5
3024,0J_NiF5Lb0bFM5v6ZY-uGw,L4V 1Y4,"[u'Greek', u'Steakhouses', u'Restaurants', u'Diners']",Zet's Restaurant,,275,ON,6445 Airport Road,Mississauga,4.0
3025,0LD904DOPU3T_asJGOTZyg,89147,"[u'Food', u'Donuts']",Fractured Prune Doughnuts,Spring Valley,184,NV,"9460 W Flamingo Rd, Ste 115",Las Vegas,4.5
3026,0N2y8rNxbet6p4UIBWTOrw,85053,"[u'Mediterranean', u'Restaurants', u'Greek']",King Gyros,,205,AZ,4243 W Thunderbird Rd,Phoenix,4.5
3027,0NmTwqYEQiKErDv4a55obg,89109,"[u'Restaurants', u'Italian']",Scarpetta,The Strip,1171,NV,3708 Las Vegas Blvd S,Las Vegas,4.0
